station_name,latitude,longitude,total_ridership,line,distance_to_bmo,distance_to_scotiabank,distance_to_rogers,is_near_venue,is_near_bmo,is_near_scotiabank,is_near_rogers
MAIN STREET,43.68908219,-79.30150188,18682.0,Line 2 Bloor-Danforth,11.304710932259772,8.040388261197226,8.837409362640132,False,False,False,False
FINCH WEST,43.7639617,-79.49166599,18345.0,Line 1 Yonge-University,15.672682986138375,16.164674380716168,15.915738891070243,False,False,False,False
WELLESLEY,43.66529384,-79.38393902,17705.0,Line 1 Yonge-University,4.543988542918741,2.454435639008904,2.6929552066523246,False,False,False,False
LANSDOWNE,43.65910755,-79.44268627,17406.0,Line 2 Bloor-Danforth,3.458606407103385,5.402221187904077,4.717778903949981,False,False,False,False
ROYAL YORK,43.64816383,-79.51134219,17337.0,Line 2 Bloor-Danforth,7.622619915081438,10.653215210770453,9.840772115278188,False,False,False,False
NORTH YORK CENTRE,43.76900952,-79.41309143,16699.0,Line 1 Yonge-University,15.108546997942975,14.220969502064246,14.316756337402007,False,False,False,False
PIONEER VILLAGE,43.77717834,-79.51032299,16570.0,Line 1 Yonge-University,17.61576626858861,18.22616025898367,17.955903484560896,False,False,False,False
KEELE,43.65559371,-79.46006348,16305.0,Line 2 Bloor-Danforth,4.1438115217753895,6.651506552369132,5.900527866952937,False,False,False,False
DAVISVILLE,43.69785923,-79.3971253,15903.0,Line 1 Yonge-University,7.400040164978857,6.215902947817013,6.308653753182832,False,False,False,False
RUNNYMEDE,43.65174273,-79.47597198,15838.0,Line 2 Bloor-Danforth,5.034052971858653,7.848069179774872,7.06004432139888,False,False,False,False
JANE,43.6498882,-79.48437996,14953.0,Line 2 Bloor-Danforth,5.586289583121332,8.50073613909179,7.700446289538636,False,False,False,False
EGLINTON WEST,43.69912069,-79.43571085,13982.0,Line 1 Yonge-University,7.453723868382745,7.679977846419035,7.420778197710006,False,False,False,False
COXWELL,43.68413047,-79.32306016,13450.0,Line 2 Bloor-Danforth,9.56632110886789,6.382122154870008,7.14513493106661,False,False,False,False
BROADVIEW,43.67692577,-79.35847304,11720.0,Line 2 Bloor-Danforth,6.875526466101634,4.070346880730968,4.668457805451136,False,False,False,False
CHRISTIE,43.66412477,-79.41837283,11407.0,Line 2 Bloor-Danforth,3.4389391170488386,3.904167101735448,3.437808930725501,False,False,False,False
DUPONT,43.67479162,-79.40679935,11084.0,Line 1 Yonge-University,4.726130126491539,4.131817653977039,3.9680492991123706,False,False,False,False
WOODBINE,43.68642215,-79.31277112,10803.0,Line 2 Bloor-Danforth,10.388026116790769,7.15852345236998,7.940801688446534,False,False,False,False
MUSEUM,43.66674903,-79.39281286,9604.0,Line 1 Yonge-University,4.280406777266584,2.810727244968623,2.832025068348836,False,False,False,False
GREENWOOD,43.68258062,-79.33029539,9567.0,Line 2 Bloor-Danforth,8.997630667068886,5.856288855828191,6.600962122648805,False,False,False,False
HIGH PARK,43.65392814,-79.46690655,9173.0,Line 2 Bloor-Danforth,4.498257626724821,7.159354914838429,6.389908906751169,False,False,False,False
CASTLE FRANK,43.67323618,-79.36945279,8943.0,Line 2 Bloor-Danforth,5.970308017316081,3.3963692942298938,3.886749886293347,False,False,False,False
DONLANDS,43.68099108,-79.33782111,6317.0,Line 2 Bloor-Danforth,8.413349532960103,5.3296181758918255,6.049438984011875,False,False,False,False
BAYVIEW,43.7671088,-79.38753163,6205.0,Line 4 Sheppard,15.1020021245936,13.761371759164156,13.978987615899737,False,False,False,False
CHESTER,43.67824022,-79.35253711,6197.0,Line 2 Bloor-Danforth,7.320247926952089,4.414538773273005,5.057121823232416,False,False,False,False
OLD MILL,43.65006138,-79.49491548,6109.0,Line 2 Bloor-Danforth,6.397743298063936,9.347215632900733,8.54454392341906,False,False,False,False
GLENCAIRN,43.70935059,-79.44109477,5878.0,Line 1 Yonge-University,8.653677500544548,8.858494211066208,8.624037109526505,False,False,False,False
DOWNSVIEW PARK,43.75393625,-79.47955142,5618.0,Line 1 Yonge-University,14.28341368359744,14.697300765951548,14.460775399701731,False,False,False,False
SUMMERHILL,43.68230153,-79.39079202,5045.0,Line 1 Yonge-University,5.9095590565160805,4.415852026926198,4.5494208841102655,False,False,False,False
ROSEDALE,43.67693709,-79.38874645,4875.0,Line 1 Yonge-University,5.434789366152219,3.7981509923842234,3.951893851204019,False,False,False,False
LESLIE,43.77104524,-79.36696336,3988.0,Line 4 Sheppard,15.886131024442488,14.215896036789788,14.528268257699567,False,False,False,False
BESSARION,43.76906912,-79.37591147,3180.0,Line 4 Sheppard,15.498156475956604,13.965001220799044,14.237503814368525,False,False,False,False
ELLESMERE,43.76599543,-79.27778526,,Unknown,18.62078351373387,15.86990761007882,16.50587288220253,False,False,False,False
LAWRENCE EAST,43.75087634,-79.27053647,,Unknown,17.706159327147322,14.789591395674982,15.475975672955203,False,False,False,False
MCCOWAN,43.77487063,-79.25192231,,Unknown,20.695924842687823,17.829222579720398,18.503333535455294,False,False,False,False
MIDLAND,43.7705402,-79.27173919,,Unknown,19.317522610154064,16.553633952637853,17.19455252685045,False,False,False,False
SCARBOROUGH CENTRE,43.77438856,-79.25822373,,Unknown,20.329664992108015,17.499149479167013,18.161731187701754,False,False,False,False
